,TRACTID,cluster
1191,36061013900,Stable
1192,36061014000,Mixture
1193,36061014200,Stable
1194,36061014401,Stable
1195,36061014402,Stable
1196,36061014500,Stable
1197,36061014601,Stable
1198,36061014602,Stable
1199,36061014700,Stable
1200,36061014801,Stable
1201,36061014802,Stable
1202,36061014900,Stable
1203,36061015001,Stable
1204,36061015002,Mixture
1205,36061015100,Stable
1206,36061015200,Stable
1207,36061015300,Stable
1208,36061015400,Stable
1209,36061015500,Stable
1210,36061015601,Stable
1211,36061015602,Gentrifying
1212,36061015700,Stable
1213,36061015801,Stable
1214,36061015802,Stable
1215,36061015900,Stable
1216,36061016001,Stable
1217,36061016002,Stable
1218,36061016100,Stable
1219,36061016200,Stable
1220,36061016300,Stable
1221,36061016400,Gentrifying
1222,36061016500,Stable
1223,36061016600,Gentrifying
1224,36061016700,Stable
1225,36061016800,Stable
1226,36061016900,Stable
1227,36061017000,Stable
1228,36061017100,Stable
1229,36061017200,Gentrifying
1230,36061017300,Stable
1231,36061017401,Stable
1232,36061017402,Stable
1233,36061017500,Stable
1234,36061017700,Stable
1235,36061017800,Stable
1236,36061017900,Stable
1237,36061018000,Stable
1238,36061018100,Stable
1239,36061018200,Gentrifying
1240,36061018300,Stable
1241,36061018400,Gentrifying
1242,36061018500,Stable
1243,36061018600,Stable
1244,36061018700,Stable
1245,36061018800,Gentrifying
1246,36061018900,Stable
1247,36061019000,Gentrifying
1248,36061019100,Stable
1249,36061019200,Stable
1250,36061019300,Stable
1251,36061019400,Gentrifying
1252,36061019500,Stable
1253,36061019600,Stable
1254,36061019702,Stable
1255,36061019800,Gentrifying
1256,36061019900,Stable
1257,36061020000,Gentrifying
1258,36061020101,Stable
1259,36061020102,Gentrifying
1260,36061020300,Stable
1261,36061020500,Stable
1262,36061020600,Stable
1263,36061020701,Stable
1264,36061020800,Stable
1265,36061020901,Stable
1266,36061021000,Stable
1267,36061021100,Stable
1268,36061021200,Stable
1269,36061021303,Stable
1270,36061021400,Stable
1271,36061021500,Gentrifying
1272,36061021600,Stable
1273,36061021800,Gentrifying
1274,36061021900,Stable
1275,36061022000,Gentrifying
1276,36061022102,Stable
1277,36061022200,Gentrifying
1278,36061022301,Gentrifying
1279,36061022302,Stable
1280,36061022400,Stable
1281,36061022500,Stable
1282,36061022600,Gentrifying
1283,36061022700,Stable
1284,36061022800,Gentrifying
1285,36061022900,Gentrifying
1286,36061023000,Stable
1287,36061023100,Gentrifying
1288,36061023200,Stable
1289,36061023300,Gentrifying
1290,36061023400,Gentrifying
1291,36061023501,Stable
1292,36061023502,Gentrifying
1293,36061023600,Stable
1294,36061023700,Stable
1295,36061023801,Stable
1296,36061023802,Stable
1297,36061023900,Gentrifying
1298,36061024100,Stable
1299,36061024200,Stable
1300,36061024301,Stable
1301,36061024302,Stable
1302,36061024500,Stable
1303,36061024700,Stable
1304,36061024900,Gentrifying
1305,36061025100,Gentrifying
1306,36061025300,Gentrifying
1307,36061025500,Stable
1308,36061025700,Gentrifying
1309,36061025900,Gentrifying
1310,36061026100,Stable
1311,36061026300,Stable
1312,36061026500,Stable
1313,36061026700,Stable
1314,36061026900,Gentrifying
1315,36061027100,Stable
1316,36061027300,Stable
1317,36061027500,Stable
1318,36061027700,Stable
1319,36061027900,Stable
1320,36061028100,Stable
1321,36061028300,Stable
1322,36061028500,Gentrifying
1323,36061028700,Stable
1324,36061029100,Stable
1325,36061029300,Gentrifying
1326,36061029500,Stable
1327,36061029900,Stable
1328,36061030300,Stable
1329,36061030700,Stable
1330,36061030900,Stable
1331,36061031703,Stable
1332,36061031704,Mixture
1333,36081000100,Stable
1334,36081000200,Stable
1335,36081000400,Stable
1336,36081000600,Stable
1337,36081000700,Stable
1338,36081000800,Stable
1339,36081001000,Stable
1340,36081001200,Mixture
1341,36081001400,Mixture
1342,36081001600,Stable
1343,36081001800,Stable
1344,36081002000,Stable
1345,36081002200,Stable
1346,36081002400,Stable
1347,36081002500,Gentrifying
1348,36081002600,Stable
1349,36081002800,Stable
1350,36081003000,Mixture
1351,36081003100,Stable
1352,36081003200,Stable
1353,36081003300,Stable
1354,36081003400,Stable
1355,36081003600,Gentrifying
1356,36081003800,Stable
1357,36081003900,Stable
1358,36081004001,Gentrifying
1359,36081004002,Stable
1360,36081004200,Stable
1361,36081004300,Gentrifying
1362,36081004401,Stable
1363,36081004500,Stable
1364,36081004700,Stable
1365,36081005100,Stable
1366,36081005200,Stable
1367,36081005300,Stable
1368,36081005400,Stable
1369,36081005500,Gentrifying
1370,36081005700,Stable
1371,36081005800,Mixture
1372,36081005900,Stable
1373,36081006100,Stable
1374,36081006201,Mixture
1375,36081006202,Mixture
1376,36081006300,Stable
1377,36081006501,Stable
1378,36081006502,Stable
1379,36081006900,Gentrifying
1380,36081007100,Stable
1381,36081007300,Stable
1382,36081007500,Stable
1383,36081007700,Stable
1384,36081007900,Stable
1385,36081008100,Stable
1386,36081008300,Stable
1387,36081008500,Stable
1388,36081008600,Mixture
1389,36081008700,Stable
1390,36081008800,Mixture
1391,36081009100,Stable
1392,36081009400,Stable
1393,36081009500,Stable
1394,36081009600,Stable
1395,36081009700,Stable
1396,36081009800,Stable
1397,36081010000,Stable
1398,36081010100,Stable
1399,36081010200,Stable
1400,36081010300,Stable
1401,36081010400,Stable
1402,36081010500,Stable
1403,36081010600,Gentrifying
1404,36081010800,Stable
1405,36081011000,Stable
1406,36081011100,Stable
1407,36081011200,Gentrifying
1408,36081011300,Stable
1409,36081011400,Stable
1410,36081011500,Stable
1411,36081011600,Stable
1412,36081011700,Stable
1413,36081011800,Stable
1414,36081011900,Stable
1415,36081012000,Stable
1416,36081012100,Stable
1417,36081012200,Stable
1418,36081012301,Stable
1419,36081012400,Stable
1420,36081012500,Stable
1421,36081012601,Stable
1422,36081012602,Stable
1423,36081012800,Stable
1424,36081013000,Stable
1425,36081013200,Stable
1426,36081013400,Stable
1427,36081013500,Stable
1428,36081013600,Stable
1429,36081013700,Stable
1430,36081013800,Stable
1431,36081014000,Stable
1432,36081014100,Gentrifying
1433,36081014201,Stable
1434,36081014202,Stable
1435,36081014300,Stable
1436,36081014400,Stable
1437,36081014500,Gentrifying
1438,36081014700,Stable
1439,36081014800,Gentrifying
1440,36081014900,Gentrifying
1441,36081015000,Gentrifying
1442,36081015100,Stable
1443,36081015200,Gentrifying
1444,36081015300,Gentrifying
1445,36081015400,Stable
1446,36081015500,Gentrifying
1447,36081015600,Stable
1448,36081015700,Gentrifying
1449,36081015801,Stable
1450,36081015802,Gentrifying
1451,36081015900,Stable
1452,36081016100,Stable
1453,36081016300,Stable
1454,36081016400,Stable
1455,36081016600,Stable
1456,36081016800,Stable
1457,36081016900,Stable
1458,36081017000,Stable
1459,36081017200,Stable
1460,36081017400,Stable
1461,36081017600,Stable
1462,36081017800,Stable
1463,36081017900,Stable
1464,36081018000,Stable
1465,36081018101,Stable
1466,36081018102,Stable
1467,36081018200,Stable
1468,36081018300,Stable
1469,36081018401,Stable
1470,36081018402,Gentrifying
1471,36081018501,Stable
1472,36081018502,Stable
1473,36081018600,Stable
1474,36081018700,Stable
1475,36081018800,Stable
1476,36081018900,Stable
1477,36081019000,Stable
1478,36081019200,Stable
1479,36081019400,Stable
1480,36081019600,Stable
1481,36081019800,Stable
1482,36081019900,Stable
1483,36081020200,Stable
1484,36081020400,Stable
1485,36081020500,Stable
1486,36081020600,Stable
1487,36081020800,Stable
1488,36081021200,Gentrifying
1489,36081021400,Stable
1490,36081021600,Stable
1491,36081022001,Stable
1492,36081022002,Stable
1493,36081023000,Stable
1494,36081023200,Stable
1495,36081023500,Stable
1496,36081023600,Stable
1497,36081023800,Gentrifying
1498,36081024000,Stable
1499,36081024300,Stable
1500,36081024500,Stable
1501,36081024700,Stable
1502,36081024900,Stable
1503,36081025100,Stable
1504,36081025301,Stable
1505,36081025302,Stable
1506,36081025400,Stable
1507,36081025500,Mixture
1508,36081025700,Stable
1509,36081025800,Gentrifying
1510,36081025900,Stable
1511,36081026000,Gentrifying
1512,36081026100,Stable
1513,36081026200,Stable
1514,36081026300,Stable
1515,36081026400,Gentrifying
1516,36081026500,Stable
1517,36081026700,Stable
1518,36081026901,Stable
1519,36081026902,Stable
1520,36081027000,Stable
1521,36081027100,Stable
1522,36081027200,Gentrifying
1523,36081027300,Stable
1524,36081027400,Stable
1525,36081027500,Stable
1526,36081027600,Stable
1527,36081027700,Stable
1528,36081027800,Stable
1529,36081027900,Stable
1530,36081028000,Stable
1531,36081028100,Stable
1532,36081028200,Stable
1533,36081028300,Stable
1534,36081028400,Stable
1535,36081028500,Stable
1536,36081028700,Stable
1537,36081028800,Stable
1538,36081028900,Stable
1539,36081029100,Stable
1540,36081029300,Stable
1541,36081029400,Stable
1542,36081029500,Stable
1543,36081029700,Mixture
1544,36081030600,Stable
1545,36081030902,Stable
1546,36081030903,Stable
1547,36081030904,Stable
1548,36081031700,Stable
1549,36081032000,Stable
1550,36081032700,Stable
1551,36081032800,Stable
1552,36081032900,Stable
1553,36081033000,Stable
1554,36081033401,Stable
1555,36081033402,Stable
1556,36081033700,Stable
1557,36081033900,Stable
1558,36081034700,Stable
1559,36081035100,Stable
1560,36081035200,Stable
1561,36081035300,Stable
1562,36081035700,Stable
1563,36081035800,Stable
1564,36081036100,Stable
1565,36081036300,Stable
1566,36081036500,Stable
1567,36081036600,Stable
1568,36081036700,Stable
1569,36081036800,Stable
1570,36081037100,Stable
1571,36081037300,Stable
1572,36081037500,Stable
1573,36081037600,Stable
1574,36081037700,Stable
1575,36081037900,Stable
1576,36081038100,Stable
1577,36081038400,Stable
1578,36081039400,Stable
1579,36081039800,Stable
1580,36081039900,Gentrifying
1581,36081040000,Stable
1582,36081040100,Stable
1583,36081040200,Stable
1584,36081040300,Stable
1585,36081040400,Stable
1586,36081040500,Stable
1587,36081040700,Gentrifying
1588,36081040900,Stable
1589,36081041100,Stable
1590,36081041300,Stable
1591,36081041400,Stable
1592,36081041500,Stable
1593,36081042400,Stable
1594,36081042700,Stable
1595,36081043200,Stable
1596,36081043400,Gentrifying
1597,36081043701,Stable
1598,36081043702,Stable
1599,36081043900,Stable
1600,36081044000,Stable
1601,36081044301,Stable
1602,36081044302,Stable
1603,36081044400,Stable
1604,36081044601,Stable
1605,36081044602,Stable
1606,36081044800,Stable
1607,36081045000,Stable
1608,36081045200,Stable
1609,36081045400,Stable
1610,36081045500,Stable
1611,36081045600,Stable
1612,36081045700,Stable
1613,36081045800,Stable
1614,36081045900,Stable
1615,36081046000,Stable
1616,36081046100,Stable
1617,36081046200,Stable
1618,36081046300,Stable
1619,36081046400,Stable
1620,36081046500,Stable
1621,36081046600,Stable
1622,36081046700,Stable
1623,36081046800,Stable
1624,36081046900,Stable
1625,36081047000,Stable
1626,36081047100,Stable
1627,36081047200,Stable
1628,36081047300,Stable
1629,36081047500,Stable
1630,36081047800,Stable
1631,36081047900,Stable
1632,36081048000,Stable
1633,36081048100,Stable
1634,36081048200,Stable
1635,36081048300,Stable
1636,36081048400,Stable
1637,36081048500,Stable
1638,36081048900,Stable
1639,36081049200,Stable
1640,36081049301,Mixture
1641,36081049302,Mixture
1642,36081049500,Mixture
1643,36081049600,Stable
1644,36081049700,Stable
1645,36081049900,Stable
1646,36081050000,Stable
1647,36081050201,Stable
1648,36081050202,Stable
1649,36081050400,Stable
1650,36081050500,Stable
1651,36081050600,Stable
1652,36081050700,Mixture
1653,36081050800,Stable
1654,36081051000,Stable
1655,36081051100,Mixture
1656,36081051200,Stable
1657,36081051300,Mixture
1658,36081051500,Stable
1659,36081051600,Stable
1660,36081051700,Mixture
1661,36081051800,Stable
1662,36081052000,Stable
1663,36081052100,Mixture
1664,36081052200,Stable
1665,36081052400,Gentrifying
1666,36081052500,Mixture
1667,36081052600,Stable
1668,36081052800,Stable
1669,36081053000,Stable
1670,36081053100,Mixture
1671,36081053200,Stable
1672,36081053401,Stable
1673,36081053500,Stable
1674,36081053601,Stable
1675,36081053800,Stable
1676,36081053900,Stable
1677,36081054000,Stable
1678,36081054200,Stable
1679,36081054500,Stable
1680,36081054700,Stable
1681,36081054800,Stable
1682,36081054900,Stable
1683,36081055100,Stable
1684,36081055200,Stable
1685,36081055300,Stable
1686,36081055400,Stable
1687,36081055500,Stable
1688,36081055600,Stable
1689,36081055700,Stable
1690,36081055800,Stable
1691,36081055900,Gentrifying
1692,36081056000,Stable
1693,36081056200,Stable
1694,36081056400,Stable
1695,36081056500,Stable
1696,36081056600,Stable
1697,36081056700,Stable
1698,36081056800,Stable
1699,36081057700,Mixture
1700,36081057900,Mixture
1701,36081058000,Stable
1702,36081058100,Stable
1703,36081058200,Stable
1704,36081058300,Stable
1705,36081058500,Stable
1706,36081058700,Stable
1707,36081058900,Stable
1708,36081059000,Stable
1709,36081059100,Stable
1710,36081059200,Stable
1711,36081059300,Stable
1712,36081059400,Stable
1713,36081059500,Stable
1714,36081059600,Stable
1715,36081059800,Stable
1716,36081059900,Mixture
1717,36081060100,Mixture
1718,36081060300,Mixture
1719,36081060600,Stable
1720,36081060800,Stable
1721,36081061000,Stable
1722,36081061200,Stable
1723,36081061301,Mixture
1724,36081061400,Stable
1725,36081061601,Stable
1726,36081061602,Stable
1727,36081061800,Stable
1728,36081061900,Mixture
1729,36081062000,Stable
1730,36081062100,Mixture
1731,36081062200,Stable
1732,36081062300,Mixture
1733,36081062500,Mixture
1734,36081062600,Stable
1735,36081062700,Mixture
1736,36081062900,Mixture
1737,36081063000,Stable
1738,36081063200,Stable
1739,36081063301,Mixture
1740,36081063302,Mixture
1741,36081063500,Mixture
1742,36081063700,Mixture
1743,36081063800,Stable
1744,36081063900,Mixture
1745,36081064101,Mixture
1746,36081064500,Stable
1747,36081064600,Stable
1748,36081065000,Stable
1749,36081065400,Stable
1750,36081065600,Stable
1751,36081065702,Mixture
1752,36081065703,Mixture
1753,36081065900,Mixture
1754,36081066000,Stable
1755,36081066100,Mixture
1756,36081066300,Mixture
1757,36081066400,Stable
1758,36081066501,Mixture
1759,36081066701,Mixture
1760,36081066900,Stable
1761,36081067100,Mixture
1762,36081067700,Mixture
1763,36081067900,Stable
1764,36081068000,Stable
1765,36081068200,Stable
1766,36081068300,Stable
1767,36081068700,Stable
1768,36081069000,Stable
1769,36081069300,Stable
1770,36081069400,Stable
1771,36081069500,Mixture
1772,36081069701,Stable
1773,36081069702,Stable
1774,36081070300,Mixture
1775,36081070700,Stable
1776,36081070900,Stable
1777,36081071100,Stable
1778,36081071303,Stable
1779,36081071304,Stable
1780,36081071305,Stable
1781,36081071306,Mixture
1782,36081071701,Stable
1783,36081071702,Stable
1784,36081071900,Stable
1785,36081072100,Stable
1786,36081072300,Stable
1787,36081072900,Stable
1788,36081073100,Stable
1789,36081073700,Stable
1790,36081073900,Mixture
1791,36081074100,Stable
1792,36081074300,Stable
1793,36081074500,Stable
1794,36081074700,Stable
1795,36081074900,Stable
1796,36081075701,Mixture
1797,36081075702,Stable
1798,36081076901,Stable
1799,36081076902,Stable
1800,36081077300,Stable
1801,36081077500,Stable
1802,36081077902,Stable
1803,36081077903,Stable
1804,36081077904,Stable
1805,36081077905,Stable
1806,36081077906,Stable
1807,36081077907,Stable
1808,36081077908,Stable
1809,36081078800,Stable
1810,36081079000,Stable
1811,36081079200,Stable
1812,36081079701,Stable
1813,36081079702,Stable
1814,36081079900,Stable
1815,36081080301,Stable
1816,36081080302,Stable
1817,36081080900,Stable
1818,36081081400,Stable
1819,36081081800,Stable
1820,36081083700,Stable
1821,36081083800,Stable
1822,36081084000,Stable
1823,36081084500,Stable
1824,36081084601,Stable
1825,36081084602,Stable
1826,36081084900,Stable
1827,36081085300,Stable
1828,36081085500,Stable
1829,36081085700,Stable
1830,36081085900,Stable
1831,36081086100,Stable
1832,36081086300,Stable
1833,36081086400,Stable
1834,36081086500,Stable
1835,36081086900,Stable
1836,36081087100,Stable
1837,36081088400,Mixture
1838,36081088901,Stable
1839,36081089200,Mixture
1840,36081090700,Mixture
1841,36081091900,Stable
1842,36081092200,Stable
1843,36081092500,Stable
1844,36081092800,Mixture
1845,36081092900,Mixture
1846,36081093401,Stable
1847,36081093402,Mixture
1848,36081093800,Mixture
1849,36081093900,Mixture
1850,36081094201,Stable
1851,36081094202,Gentrifying
1852,36081094203,Stable
1853,36081094500,Mixture
1854,36081094700,Mixture
1855,36081095400,Stable
1856,36081096400,Stable
1857,36081097202,Stable
1858,36081097203,Stable
1859,36081097204,Stable
1860,36081097300,Stable
1861,36081098100,Mixture
1862,36081098700,Stable
1863,36081099100,Mixture
1864,36081099200,Stable
1865,36081099701,Mixture
1866,36081099703,Mixture
1867,36081099704,Stable
1868,36081099705,Mixture
1869,36081099801,Stable
1870,36081099802,Stable
1871,36081100801,Stable
1872,36081100802,Stable
1873,36081101001,Stable
1874,36081101002,Stable
1875,36081101700,Mixture
1876,36081102900,Stable
1877,36081103201,Stable
1878,36081103202,Stable
1879,36081103300,Mixture
1880,36081103900,Mixture
1881,36081104700,Stable
1882,36081105900,Mixture
1883,36081107201,Mixture
1884,36081108500,Mixture
1885,36081109300,Stable
1886,36081109700,Stable
1887,36081109900,Stable
1888,36081111300,Stable
1889,36081112300,Stable
1890,36081112900,Stable
1891,36081113300,Stable
1892,36081113900,Stable
1893,36081114100,Mixture
1894,36081114700,Stable
1895,36081115100,Stable
1896,36081115500,Stable
1897,36081115700,Stable
1898,36081115900,Stable
1899,36081116100,Stable
1900,36081116300,Stable
1901,36081116700,Stable
1902,36081117100,Stable
1903,36081117500,Stable
1904,36081118100,Stable
1905,36081118500,Stable
1906,36081118700,Stable
1907,36081118900,Stable
1908,36081119100,Stable
1909,36081119300,Stable
1910,36081119500,Stable
1911,36081119900,Stable
1912,36081120100,Stable
1913,36081120300,Stable
1914,36081120500,Stable
1915,36081120700,Stable
1916,36081121500,Stable
1917,36081122300,Stable
1918,36081122701,Stable
1919,36081122702,Stable
1920,36081124100,Stable
1921,36081124700,Stable
1922,36081125700,Stable
1923,36081126500,Stable
1924,36081126700,Stable
1925,36081127700,Stable
1926,36081129102,Stable
1927,36081129103,Stable
1928,36081129104,Stable
1929,36081130100,Stable
1930,36081133300,Stable
1931,36081133900,Stable
1932,36081134100,Stable
1933,36081134700,Stable
1934,36081136700,Stable
1935,36081137700,Stable
1936,36081138501,Mixture
1937,36081140300,Mixture
1938,36081140901,Stable
1939,36081140902,Stable
1940,36081141700,Stable
1941,36081142900,Stable
1942,36081143500,Stable
1943,36081144100,Mixture
1944,36081144700,Stable
1945,36081145101,Mixture
1946,36081145102,Stable
1947,36081145900,Mixture
1948,36081146300,Stable
1949,36081146700,Stable
1950,36081147100,Stable
1951,36081147900,Stable
1952,36081148300,Stable
1953,36081150701,Mixture
1954,36081150702,Stable
1955,36081152901,Stable
1956,36081152902,Gentrifying
1957,36081155101,Mixture
1958,36081155102,Stable
1959,36081156700,Gentrifying
1960,36081157101,Stable
1961,36081157102,Stable
1962,36081157901,Stable
1963,36081157902,Mixture
1964,36081157903,Mixture
1965,36081161700,Mixture
1966,36081162100,Stable
